"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL53";"APOMORPHINE";"4";"267.33";"0";"2.85";"Apomorphine";"CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3";"EC50";"'='";"575.44";"nM";"6.24";"";"";"UO_0000065";"23.34";"0.43";"3.39";"14.28";"False";"CHEMBL3880775";"Agonist activity at dopamine D2 receptor short isoform (unknown origin) expressed in mouse NIH/3T3 cells by R-SAT assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NIH/3T3";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3880399";"38";"Patent Bioactivity Data";"";"2004";"None";""
"CHEMBL4468192";"";"0";"364.45";"0";"2.71";"64";"Cc1c(C(=O)N2CCN(CCOc3cccnc3)CC2)[nH]c2ccccc12";"EC50";"'='";"800.0";"nM";"6.10";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4406526";"Agonist activity at human D2R expressed in CHOK1 cells assessed as induction of beta-arrestin recruitment measured after 90 mins by beta-galactosidase based PathHunter assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4402608";"1";"Scientific Literature";"J Med Chem";"2020";"None";""
"CHEMBL4525545";"";"0";"300.36";"0";"1.25";"79";"O=C(c1ccc[nH]1)N1CCN(CCOc2cccnc2)CC1";"EC50";"'='";"6100.0";"nM";"5.21";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4406526";"Agonist activity at human D2R expressed in CHOK1 cells assessed as induction of beta-arrestin recruitment measured after 90 mins by beta-galactosidase based PathHunter assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4402608";"1";"Scientific Literature";"J Med Chem";"2020";"None";""
"CHEMBL4578060";"";"0";"393.44";"0";"2.73";"81";"O=C(c1cc2ccccc2[nH]1)N1CCN(CCOc2ccc3c(c2)OCO3)CC1";"EC50";"'='";"7000.0";"nM";"5.16";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4406526";"Agonist activity at human D2R expressed in CHOK1 cells assessed as induction of beta-arrestin recruitment measured after 90 mins by beta-galactosidase based PathHunter assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4402608";"1";"Scientific Literature";"J Med Chem";"2020";"None";""
"CHEMBL4577943";"";"0";"370.45";"0";"2.54";"13";"COc1ccc(OCCN2CCN(C(=O)c3cccc(OC)c3)CC2)cc1";"EC50";"'='";"24000.0";"nM";"4.62";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4406526";"Agonist activity at human D2R expressed in CHOK1 cells assessed as induction of beta-arrestin recruitment measured after 90 mins by beta-galactosidase based PathHunter assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4402608";"1";"Scientific Literature";"J Med Chem";"2020";"None";""
"CHEMBL3115578";"";"0";"583.42";"0";"3.10";"11e";"O=C(O)C(=O)O.Oc1ccc2c(c1)O[C@@H](CNCCN1CCN(c3ccc(I)cc3)CC1)CC2";"EC50";"'='";"1.585";"nM";"8.80";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL3117733";"Agonist activity at human dopamine D2L receptor expressed in HEK293 cells assessed as inhibition of forskolin-induced cAMP accumulation after 30 mins by LANCE assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3112461";"1";"Scientific Literature";"J. Med. Chem.";"2014";"CHEMBL3307715";""
"CHEMBL108463";"";"0";"288.39";"0";"3.61";"10";"C(#Cc1cccnc1)CCN1CC=C(c2ccccc2)CC1";"EC50";"'='";"1.7";"nM";"8.77";"";"";"UO_0000065";"30.41";"0.54";"5.16";"54.37";"False";"CHEMBL671810";"In vivo Dopamine receptor D2 mitogenesis measured as [3H]thymidine incorporation in CHO p-5 cells expressing human D2 receptors";"B";"BAO_0000218";"organism-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1129267";"1";"Scientific Literature";"J. Med. Chem.";"1996";"CHEMBL3308072";""
"CHEMBL1557";"DOPAMINE HYDROCHLORIDE";"4";"189.64";"0";"0.60";"dopamine";"Cl.NCCc1ccc(O)c(O)c1";"EC50";"'='";"0.631";"nM";"9.20";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL3117733";"Agonist activity at human dopamine D2L receptor expressed in HEK293 cells assessed as inhibition of forskolin-induced cAMP accumulation after 30 mins by LANCE assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3112461";"1";"Scientific Literature";"J. Med. Chem.";"2014";"CHEMBL3307715";""
"CHEMBL59";"DOPAMINE";"4";"153.18";"0";"0.60";"dopamine";"NCCc1ccc(O)c(O)c1";"EC50";"'='";"43.0";"nM";"7.37";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL939920";"Agonist activity at human dopamine D2 receptor expressed in CHO cells assessed as inhibition of forskolin-stimulated cAMP production";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142439";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2008";"CHEMBL3308072";""
"CHEMBL212903";"";"0";"338.46";"0";"2.95";"56b";"CO/N=C(/CCN1CCN(c2ccccn2)CC1)c1cccc(C)c1";"EC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL866786";"Agonist activity at human recombinant D2 receptor expressed in HEK293 cells by FLIPR assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145336";"1";"Scientific Literature";"J. Med. Chem.";"2006";"CHEMBL3307715";""
"CHEMBL212290";"";"0";"358.87";"0";"3.30";"52b";"CO/N=C(/CCN1CCN(c2ccccn2)CC1)c1ccccc1Cl";"EC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL866786";"Agonist activity at human recombinant D2 receptor expressed in HEK293 cells by FLIPR assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145336";"1";"Scientific Literature";"J. Med. Chem.";"2006";"CHEMBL3307715";""
"CHEMBL160744";"";"0";"407.56";"0";"4.17";"13";"Cc1cccc(N2CCN(CCCCOc3ccc4c(c3)NC(=O)CC4)CC2)c1C";"EC50";"'='";"5.0";"nM";"8.30";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL2168916";"Agonist activity at D2L receptor in human HTLA cells assessed as beta arrestin recruitment at 6 uM after 18 hrs by luminescence assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HTLA";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2163335";"1";"Scientific Literature";"J. Med. Chem.";"2012";"None";""
"CHEMBL175734";"";"0";"460.43";"1";"5.32";"35";"O=C(NC/C=C/CN1CCN(c2cccc(Cl)c2Cl)CC1)c1cc2ccccc2s1";"EC50";"'='";"254.0";"";"";"Non standard unit for type";"";"";"";"";"";"";"False";"CHEMBL838013";"Inhibition of quinpirole stimulation of mitogenesis at human dopamine D2 receptors expressed in Chinese hamster ovary cells";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"ovary";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145183";"1";"Scientific Literature";"J. Med. Chem.";"2005";"None";""
"CHEMBL59";"DOPAMINE";"4";"153.18";"0";"0.60";"Dopamine";"NCCc1ccc(O)c(O)c1";"EC50";"'='";"218.0";"nM";"6.66";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL3132535";"Agonist activity at human dopamine D2 receptor expressed in CHO cells assessed as stimulation of [35S]GTPgammaS binding";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3124863";"1";"Scientific Literature";"J. Med. Chem.";"2014";"CHEMBL3308072";""
"CHEMBL4577889";"";"0";"380.44";"0";"3.28";"40";"COc1ccc(OCCN2CCN(C(=O)c3cc4ccccc4o3)CC2)cc1";"EC50";"";"";"";"";"";"Not Active";"";"";"";"";"";"False";"CHEMBL4406526";"Agonist activity at human D2R expressed in CHOK1 cells assessed as induction of beta-arrestin recruitment measured after 90 mins by beta-galactosidase based PathHunter assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4402608";"1";"Scientific Literature";"J Med Chem";"2020";"None";""
"CHEMBL4579687";"";"0";"374.28";"0";"4.22";"(R)-4";"COc1ccc2c(c1OC)-c1ccc(Br)c3c1[C@@H](C2)N(C)CC3";"EC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL4345332";"Agonist activity at D2 long receptor (unknown origin) transfected in human HEK293T cells assessed as increase in cAMP accumulation incubated for 2 hrs by cAMP Glo-sensor assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4342494";"1";"Scientific Literature";"ACS Med Chem Lett";"2020";"None";""
"CHEMBL3298827";"";"0";"532.11";"1";"4.58";"34d";"COc1ccccc1N1CCN(CCCCCNC(=O)c2sc3nc(OC)c(Cl)c(C)c3c2N)CC1";"EC50";"'='";"2.69";"nM";"8.57";"";"";"UO_0000065";"16.11";"0.33";"3.99";"9.22";"False";"CHEMBL3300166";"Partial agonist activity at human D2L receptor expressed in FlpIn CHO cells assessed as induction of ERK1/2 phosphorylation by AlphaScreen assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3297649";"1";"Scientific Literature";"J. Med. Chem.";"2014";"CHEMBL3308072";""
"CHEMBL1303";"ROTIGOTINE";"4";"315.48";"0";"4.27";"Rotigotine";"CCCN(CCc1cccs1)[C@H]1CCc2c(O)cccc2C1";"EC50";"'='";"4.4";"nM";"8.36";"";"";"UO_0000065";"26.49";"0.52";"4.09";"35.61";"False";"CHEMBL4015821";"Partial agonist activity at human D2SR expressed in HEK293T cells co-expressing (EA)beta-arrestin2 and GRK2 assessed as induction of beta-arrestin2 recruitment after 5 hrs by chemiluminescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK-293T";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4014323";"1";"Scientific Literature";"J Med Chem";"2017";"CHEMBL3706569";""
"CHEMBL301265";"PRAMIPEXOLE";"4";"211.33";"0";"1.58";"Pramipexole";"CCCN[C@H]1CCc2nc(N)sc2C1";"EC50";"'='";"100.0";"nM";"7.00";"";"";"UO_0000065";"33.12";"0.68";"5.42";"13.74";"False";"CHEMBL4015818";"Agonist activity at human D2S receptor expressed in HEK293T cell membranes coexpressing Galphao1 assessed as induction of nucleotide exchange preincubated for 30 mins followed by addition of [35S]GTPgammaS measured after 30 mins by [35S]GTPgammaS binding assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK-293T";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4014323";"1";"Scientific Literature";"J Med Chem";"2017";"CHEMBL3706569";""
"CHEMBL3798179";"";"0";"417.51";"0";"2.88";"19";"CN(CCCCNC(=O)c1cc2ccccc2[nH]1)[C@@H]1Cc2cccc3[nH]c(=O)n(c23)C1";"EC50";"'='";"1.1";"nM";"8.96";"";"";"UO_0000065";"21.46";"0.39";"6.08";"10.43";"False";"CHEMBL4011226";"Agonist activity at human dopamine D2 receptor expressed in HEK293 cells coexpressing renilla luciferase-fused GalphaoA/GFP10-fused Ggamma2 by BRET assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4007493";"1";"Scientific Literature";"J Med Chem";"2017";"CHEMBL3307715";""
"CHEMBL4100322";"";"0";"423.56";"0";"3.00";"15";"CN[C@@H]1Cc2cccc3c2n(c(=O)n3CCOCCOCCCCc2ccccc2)C1";"EC50";"'='";"2471.7";"nM";"5.61";"";"";"UO_0000065";"13.24";"0.25";"2.61";"9.76";"False";"CHEMBL4011218";"Agonist activity at renilla luciferase-tagged human dopamine D2 receptor expressed in HEK293 cells coexpressing mVenus-fused beta-arrestin 2 assessed as induction of beta-arrestin 2 recruitment by BRET assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4007493";"1";"Scientific Literature";"J Med Chem";"2017";"CHEMBL3307715";""
"CHEMBL53";"APOMORPHINE";"4";"267.33";"0";"2.85";"apomorphine";"CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3";"EC50";"'='";"20.0";"nM";"7.70";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL942047";"Agonist activity at human recombinant dopamine D2 receptor expressed in rat pituitary cells assessed as inhibition of forskolin-stimulated cAMP accumulation";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Pituitary gland cell";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140586";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";"CHEMBL3988382";""
"CHEMBL53";"APOMORPHINE";"4";"267.33";"0";"2.85";"1, APO";"CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3";"EC50";"'='";"4.0";"nM";"8.40";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL2399857";"Agonist activity at human dopamine D2L receptor expressed in HEK293 cells assessed as forskolin-stimulated cAMP accumulation after 15 mins";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2396540";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2013";"CHEMBL3307715";""
"CHEMBL3585367";"";"0";"429.65";"1";"5.08";"12";"CCCCCCCCCC(=O)NCCCN(CCC)CCc1cccc2c1CC(=O)N2";"EC50";"'='";"42.0";"nM";"7.38";"";"";"UO_0000065";"17.17";"0.32";"2.30";"12.01";"False";"CHEMBL3587537";"Agonist activity at human dopamine D2L receptor expressed in CHO cell membranes after 1 hr by [35S]-GTPgammaS binding assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3585327";"1";"Scientific Literature";"MedChemComm";"2014";"CHEMBL3308072";""
"CHEMBL4068455";"";"0";"487.65";"0";"4.54";"14";"CCCN(CCC)[C@@H]1Cc2cccc3c2n(c(=O)n3CCCCNC(=O)c2cc3ccccc3[nH]2)C1";"EC50";"'='";"56.9";"nM";"7.25";"";"";"UO_0000065";"14.86";"0.27";"2.70";"9.65";"False";"CHEMBL4011226";"Agonist activity at human dopamine D2 receptor expressed in HEK293 cells coexpressing renilla luciferase-fused GalphaoA/GFP10-fused Ggamma2 by BRET assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4007493";"1";"Scientific Literature";"J Med Chem";"2017";"CHEMBL3307715";""
"CHEMBL240773";"QUINPIROLE";"0";"219.33";"0";"2.00";"quinpirole";"CCCN1CCC[C@@H]2Cc3[nH]ncc3C[C@H]21";"EC50";"'='";"19.0";"nM";"7.72";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL2182831";"Agonist activity at human dopamine D2 receptor expressed in CHOp cells assessed as stimulation of mitogenesis incubated for 24 hrs by [3H]thymidine incorporation assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHOp";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2177058";"1";"Scientific Literature";"J. Med. Chem.";"2012";"None";""
"CHEMBL4445841";"";"0";"432.57";"0";"4.04";"54";"Cn1ccc2c(N3CCN(CCCCOc4ccc5c(c4)NC(=O)CC5)CC3)cccc21";"EC50";"'='";"6.3";"nM";"8.20";"";"";"UO_0000065";"18.96";"0.35";"4.16";"16.49";"False";"CHEMBL4371567";"Agonist activity at human dopamine D2long receptor (unknown origin) expressed in HEK293T cells co-expressing TEV fused-beta-Arrestin2 and GRK2 assessed as increase in beta-arrestin-2 recruitment after overnight incubation by Tango assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4371007";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL53";"APOMORPHINE";"4";"267.33";"0";"2.85";"19, apomorphine";"CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3";"EC50";"'='";"4.0";"nM";"8.40";"";"";"UO_0000065";"";"";"";"";"True";"CHEMBL939920";"Agonist activity at human dopamine D2 receptor expressed in CHO cells assessed as inhibition of forskolin-stimulated cAMP production";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142439";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2008";"CHEMBL3308072";""
"CHEMBL4096422";"";"0";"420.51";"0";"2.93";"22";"CN(CCCCOc1ccc2c(c1)NC(=O)CC2)[C@@H]1Cc2cccc3[nH]c(=O)n(c23)C1";"EC50";"'='";"3.1";"nM";"8.51";"";"";"UO_0000065";"20.23";"0.37";"5.58";"10.72";"False";"CHEMBL4011214";"Agonist activity at human dopamine D2 receptor expressed in HEK293 cells assessed as cAMP inhibition by BRET assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4007493";"1";"Scientific Literature";"J Med Chem";"2017";"CHEMBL3307715";""
"CHEMBL4093477";"";"0";"487.65";"0";"4.54";"20";"CCCN(CCCCNC(=O)c1cc2ccccc2[nH]1)[C@@H]1Cc2cccc3c2n(c(=O)n3CCC)C1";"EC50";"'='";"338.1";"nM";"6.47";"";"";"UO_0000065";"13.27";"0.25";"1.93";"8.62";"False";"CHEMBL4011214";"Agonist activity at human dopamine D2 receptor expressed in HEK293 cells assessed as cAMP inhibition by BRET assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4007493";"1";"Scientific Literature";"J Med Chem";"2017";"CHEMBL3307715";""
"CHEMBL4091155";"";"0";"432.36";"0";"4.18";"6a";"O=C(CCCN1CCN(c2cccc(Cl)c2Cl)CC1)Nc1ccn2nccc2c1";"EC50";"'='";"240.0";"nM";"6.62";"";"";"UO_0000065";"15.31";"0.31";"2.44";"12.52";"False";"CHEMBL4010159";"Agonist activity at human Dopamine D2S receptor expressed in HEK293T cell membranes coexpressing GalphaoA incubated for 30 mins measured after 75 mins by [35S]GTPgammaS binding assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK-293T";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4007455";"1";"Scientific Literature";"J Med Chem";"2017";"CHEMBL3706569";""
"CHEMBL212288";"";"0";"417.94";"0";"2.67";"82a";"CO/N=C(/c1ccc(Cl)cc1)C(CNOC)CN1CCN(c2ccccn2)CC1";"EC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL866786";"Agonist activity at human recombinant D2 receptor expressed in HEK293 cells by FLIPR assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145336";"1";"Scientific Literature";"J. Med. Chem.";"2006";"CHEMBL3307715";""
"CHEMBL209645";"";"0";"356.45";"0";"3.17";"76b";"CO/N=C(/CCCN1CCN(c2ccccn2)CC1)c1ccc(F)cc1";"EC50";"'='";"366.0";"nM";"6.44";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL866786";"Agonist activity at human recombinant D2 receptor expressed in HEK293 cells by FLIPR assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145336";"1";"Scientific Literature";"J. Med. Chem.";"2006";"CHEMBL3307715";""
"CHEMBL4071185";"";"0";"421.54";"0";"4.28";"(S)-15a";"CCCN(CCCCOc1ccc2c(C=O)cnn2c1)[C@H]1CCc2c(O)cccc2C1";"EC50";"'='";"0.54";"nM";"9.27";"";"";"UO_0000065";"21.99";"0.41";"4.99";"13.82";"False";"CHEMBL4010167";"Agonist activity at N-terminal flag-tagged D2S receptor (unknown origin) expressed in HEK293 cells coexpressing renilla luciferase 2-tagged Galphai2 after 10 mins by BRET assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4007455";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL59";"DOPAMINE";"4";"153.18";"0";"0.60";"Dopamine";"NCCc1ccc(O)c(O)c1";"EC50";"'='";"19.0";"nM";"7.72";"";"";"UO_0000065";"50.41";"0.96";"7.12";"11.61";"False";"CHEMBL4276591";"Agonist activity at dopamine D2 receptor long isoform (unknown origin) expressed in HEK293 cells assessed as induction of calcium flux after 60 min by calcium 4-dye based FLIPR assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4270672";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL261957";"";"0";"366.51";"0";"3.81";"34a";"CCCCO/N=C(\CCN1CCN(c2ccccn2)CC1)c1ccccc1";"EC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL866786";"Agonist activity at human recombinant D2 receptor expressed in HEK293 cells by FLIPR assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145336";"1";"Scientific Literature";"J. Med. Chem.";"2006";"CHEMBL3307715";""
"CHEMBL240773";"QUINPIROLE";"0";"219.33";"0";"2.00";"Quinpirole";"CCCN1CCC[C@@H]2Cc3[nH]ncc3C[C@H]21";"EC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL3801668";"Agonist activity at human D2 receptor transfected in HEK293T cells by BRET based G0 activation assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK-293T";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3797097";"1";"Scientific Literature";"J. Med. Chem.";"2016";"CHEMBL3706569";""
"CHEMBL3799626";"";"0";"466.59";"0";"3.97";"22c";"CN(CCCCNC(=O)c1ccc2c(c1)Cc1ccccc1-2)[C@@H]1Cc2cccc3[nH]c(=O)n(c23)C1";"EC50";"'='";"109.0";"nM";"6.96";"";"";"UO_0000065";"14.92";"0.27";"2.99";"9.93";"False";"CHEMBL3801668";"Agonist activity at human D2 receptor transfected in HEK293T cells by BRET based G0 activation assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK-293T";"None";"";"";"";"CHEMBL217";"Dopamine D2 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3797097";"1";"Scientific Literature";"J. Med. Chem.";"2016";"CHEMBL3706569";""
